LogStreamName,Duration,BilledDuration,MemorySize,MaxMemoryUsed
2024/10/16/[$LATEST]0acf4bf1820947d48222d61b77fa02e9,390.23 m,391 ms	, 1088 MB,173 MB
2024/10/16/[$LATEST]0acf4bf1820947d48222d61b77fa02e9,378.87 m,379 ms	, 1088 MB,173 MB
2024/10/16/[$LATEST]0acf4bf1820947d48222d61b77fa02e9,380.06 m,381 ms	, 1088 MB,173 MB
2024/10/16/[$LATEST]0acf4bf1820947d48222d61b77fa02e9,379.24 m,380 ms	, 1088 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,724.48 m,725 ms	, 1024 MB,162 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,394.48 m,395 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,406.83 m,407 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,397.78 m,398 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,393.78 m,394 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,392.00 m,392 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,396.96 m,397 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,404.93 m,405 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,410.47 m,411 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]acaa80b5ca0c47cd9772d53a44e11adb,399.36 m,400 ms	, 1024 MB,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,806.31 m,807 ms	, 960 MB	,163 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,432.77 m,433 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,444.99 m,445 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,435.72 m,436 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,437.18 m,438 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,432.34 m,433 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,443.92 m,444 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,433.82 m,434 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,440.60 m,441 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]5deedab884ba45af8cc8fdc80d39e7c6,437.21 m,438 ms	, 960 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,844.49 m,845 ms	, 896 MB	,162 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,459.93 m,460 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,462.72 m,463 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,460.08 m,461 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,454.45 m,455 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,458.70 m,459 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,458.12 m,459 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,462.67 m,463 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,468.15 m,469 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]05c0fda30b244381b5bd5141ec2a81b4,463.77 m,464 ms	, 896 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,930.77 m,931 ms	, 832 MB	,163 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,542.74 m,543 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,523.54 m,524 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,534.47 m,535 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,533.84 m,534 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,517.19 m,518 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,497.93 m,498 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,500.97 m,501 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,511.25 m,512 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]c61e072573124dd4a76d2f6a7bb1dc2f,510.67 m,511 ms	, 832 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,1000.87 ,1001 ms	, 768 MB	,162 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,573.36 m,574 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,540.08 m,541 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,539.89 m,540 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,550.22 m,551 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,548.92 m,549 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,548.13 m,549 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,548.78 m,549 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,542.36 m,543 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]e2584e3a943b402999ef617b95403d67,553.22 m,554 ms	, 768 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,1116.38 ,1117 ms	, 704 MB	,162 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,591.99 m,592 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,609.29 m,610 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,598.62 m,599 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,596.10 m,597 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,618.88 m,619 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,599.52 m,600 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,608.19 m,609 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,608.08 m,609 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]be6bd65d2745467e9dd453c2427ead27,594.15 m,595 ms	, 704 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,1221.59 ,1222 ms	, 640 MB	,162 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,679.23 m,680 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,698.10 m,699 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,677.73 m,678 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,675.19 m,676 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,680.34 m,681 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,688.81 m,689 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,673.05 m,674 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,672.54 m,673 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]591c3405feb54626bf7057d8de822fca,673.50 m,674 ms	, 640 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,1285.45 ,1286 ms	, 576 MB	,162 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,717.13 m,718 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,722.65 m,723 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,744.20 m,745 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,721.32 m,722 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,736.20 m,737 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,721.92 m,722 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,724.22 m,725 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,713.48 m,714 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]acbbe5829a55436bb65c360ecd8bd12a,723.00 m,723 ms	, 576 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,1492.98 ,1493 ms	, 512 MB	,162 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,814.38 m,815 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,823.31 m,824 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,825.26 m,826 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,814.28 m,815 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,822.16 m,823 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,817.73 m,818 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,824.27 m,825 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,820.67 m,821 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]18307614b7624f61bd93927a0e6c4294,835.93 m,836 ms	, 512 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,1708.68 ,1709 ms	, 448 MB	,162 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,910.36 m,911 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,935.50 m,936 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,940.46 m,941 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,945.22 m,946 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,930.02 m,931 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,929.05 m,930 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,938.43 m,939 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,940.60 m,941 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]6c6a795e7cd84aeda8c1e737669ddb6b,925.37 m,926 ms	, 448 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,2184.23 ,2185 ms	, 384 MB	,162 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1120.30 ,1121 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1119.30 ,1120 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1143.90 ,1144 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1113.87 ,1114 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1124.13 ,1125 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1105.74 ,1106 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1109.89 ,1110 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1114.01 ,1115 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]821ea2a5d60b413a85b9ffdb23907985,1127.78 ,1128 ms	, 384 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,2428.66 ,2429 ms	, 320 MB	,162 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1308.24 ,1309 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1308.98 ,1309 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1324.14 ,1325 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1309.28 ,1310 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1310.21 ,1311 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1318.51 ,1319 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1344.53 ,1345 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1343.83 ,1344 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]7272f98acf0a480c8f816cc04d933fe0,1300.53 ,1301 ms	, 320 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,3179.11 ,3180 ms	, 256 MB	,162 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1679.33 ,1680 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1749.79 ,1750 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1718.49 ,1719 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1714.40 ,1715 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1732.40 ,1733 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1735.24 ,1736 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1731.09 ,1732 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1734.53 ,1735 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]e0c8816369f84a6aaae352723faf8fb8,1737.57 ,1738 ms	, 256 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,4250.69 ,4251 ms	, 192 MB	,162 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2299.73 ,2300 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2308.06 ,2309 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2305.34 ,2306 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2288.74 ,2289 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2304.19 ,2305 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2291.73 ,2292 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2301.72 ,2302 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2320.47 ,2321 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]fe43e5e0afac40e6a1d5b82b1fd60b4c,2312.43 ,2313 ms	, 192 MB	,173 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,6191.99 ,6192 ms	, 128 MB	,126 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,2645.30 ,2646 ms	, 128 MB	,126 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,15057.00,15058 ms, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,2644.75 ,2645 ms	, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,15130.07,15131 ms, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,2733.19 ,2734 ms	, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,15114.38,15115 ms, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,2641.96 ,2642 ms	, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,15066.57,15067 ms, 128 MB	,125 MB
2024/10/16/[$LATEST]ea2d5c78d5f345248f1c6a8581827476,2681.09 ,2682 ms	, 128 MB	,125 MB

